dist_x_mm_l,dist_y_mm_l,err_x_mm_l,err_y_mm_l,dist_x_mm_r,dist_y_mm_r,err_x_mm_r,err_y_mm_r
-0.32432432432432434,0.23702754644458682,0.10984390055330363,-0.20780420753858622,-0.36496350364963503,0.538559592096877,0.14074858747512797,-0.39495080264855126
-0.3847376788553259,0.26905829596412556,0.12837717521202519,-0.24286571240277016,-0.44430339574738176,0.6500956022944551,0.17035485470330983,-0.47802814797014614
-0.42289348171701113,0.30108904548366433,0.14195181708672813,-0.26854640730875523,-0.4728657569025706,0.7074569789674952,0.18409700676877455,-0.5165896290175694
0.0,0.0,0.0,0.0,-0.48556013963821004,0.732950924155513,0.19021027113611635,-0.5337438947334587
-0.4419713831478537,0.31069827033952596,0.14772809786988578,-0.27947405503992767,-0.5458584576324976,0.82855321861058,0.21465830103192068,-0.6023468498588875
-0.4769475357710652,0.3491351697629725,0.161626396271472,-0.30576704783177516,-0.5744208187876864,0.8891013384321224,0.22900581065745337,-0.6426070083746048
-1.1319554848966613,0.8231902626521461,0.3827191438288663,-0.7240333600008145,-0.6632814979371627,1.0675589547482474,0.2719099869450957,-0.7629992564657174
-0.5882352941176471,0.44202434336963486,0.20120021740615182,-0.38063334899863194,-0.6251983497302444,0.9910771191841937,0.25351309485691687,-0.7113762353981065
-0.5214626391096979,0.3939782190903267,0.17871170596276456,-0.3380892725804082,-0.5553792446842272,0.8922880815806246,0.2273816926960948,-0.6380496149119681
-0.49920508744038156,0.39077514413837283,-0.19403436661223084,0.08149903304268363,-0.5331640748968581,0.8795411089866156,-0.15427314066277314,0.013383152947585542
-0.5850556438791733,0.4099935938500961,-0.21865662282689124,0.0918409642575509,-0.6283719454141542,0.9623964308476737,-0.17240026024503055,0.014955675635762484
-0.6263910969793323,0.41639974375400385,-0.23021190371062833,0.09669445611573917,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.656934306569343,1.0165710643722115,-0.18154851610979297,0.015749284341177956
-0.6009538950715422,0.44522741832158874,-0.22890986649020534,0.09614756962185263,-0.6886702634084417,1.0898661567877628,-0.19337585533434085,0.016775302798604078
-0.5500794912559619,0.41319666880204997,-0.2105671825347535,0.08844320759631319,-0.5871152015233259,0.9369024856596558,-0.16584397334082596,0.014386919531943855
-0.5119236883942766,0.3843689942344651,-0.19593073993409874,0.08229555478632423,-0.5871152015233259,0.981516889738687,-0.17155131046545827,0.01488202947353344
-0.5945945945945946,0.43241511851377323,-0.22502038724249085,0.09451389614811279,-0.6125039669946049,0.9783301465901848,-0.17313165777056205,0.015019124171960179
-0.6518282988871225,0.47085201793721976,-0.2461078519587121,0.10337113115086002,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.7108854331958108,1.1281070745697896,-0.2000049880138696,0.017350378253597906
-0.5818759936406995,0.4356181934657271,-0.2224701143222675,0.09344272107422232,-0.6442399238337035,1.064372211599745,-0.1866177986619127,0.01618904322232917
-0.5882352941176471,0.44522741832158874,-0.026990410601962306,-0.017037326492593364,-0.609330371310695,0.9719566602931803,0.0411939262665665,-0.10118055904292132
-0.48966613672496023,0.36515054452274187,-0.022347460349275716,-0.014106527828191454,-0.583941605839416,0.952836201402167,0.040130000582267185,-0.09856734381257568
-0.5500794912559619,0.41319666880204997,-0.02517027285477431,-0.015888389504651407,-0.5998095842589654,1.0006373486297004,0.04189329408085317,-0.10289834690242873
-0.6486486486486487,0.4612427930813581,-0.029119295317727997,-0.018381155769683164,-0.6601079022532529,1.0261312938177183,0.04381369008295089,-0.1076152253038386
-0.6073131955484896,0.4676489429852659,-0.02804297632601301,-0.01770174416893138,-0.6664550936210726,1.0866794136392606,0.0457761543166331,-0.11243543173380595
-0.5659777424483307,0.42921204356181936,-0.02598751291635295,-0.016404261084275694,-0.6696286893049825,1.0803059273422562,0.04564114998109114,-0.11210383396245098
-0.5023847376788553,0.3843689942344651,-0.023142566148038092,-0.01460842745800605,-0.558552840368137,0.9337157425111535,0.039070443533991236,-0.09596485882999128
-0.48012718600953896,0.3587443946188341,-0.02192759648575845,-0.013841494523189965,-0.6029831799428752,0.9783301465901848,0.04126797435497277,-0.10136243602479783
-0.5119236883942766,0.3811659192825112,-0.02335052316022813,-0.014739697469617074,-0.6791494763567121,1.0675589547482474,0.045435326512777735,-0.11159829017297722
-0.4769475357710652,0.36515054452274187,0.2846984232309651,0.32976944859313767,-0.7267534116153601,1.1153601019757806,0.45113414601813734,0.4486538934518247
-0.5818759936406995,0.3971812940422806,0.3339103434440411,0.38677218014571074,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.6854966677245319,1.0803059273422562,0.43358016057024273,0.4311964165875531
-0.5405405405405406,0.42921204356181936,0.3271391647484476,0.3789290462097003,-0.6156775626785147,0.9974506054811981,0.39722591936005847,0.3950420443096005
-0.5564387917329093,0.36835361947469575,0.3162816166088575,0.3663526236836037,-0.5934623928911457,0.9305289993626513,0.37401388738324454,0.371957627815649
-0.5119236883942766,0.41639974375400385,0.31276265755911753,0.3622765730603336,-0.6601079022532529,1.0516252390057361,0.42076879879267254,0.4184554893208866
