timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0103,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0204,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0243,,,,,,,,,,,-0.0309,-0.5289,-0.0008,-0.0309,-0.5289,-0.0008,1
0.0305,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0406,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0506,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0607,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0708,0,0,0,-1,0.0000,0.0016,0.0000,-0.0000,0.0016,0.0000,,,,,,,
0.0809,-1,-1,0,-1,-0.0016,0.0032,-0.0000,-0.0016,0.0047,0.0000,,,,,,,
0.0910,0,-1,0,0,0.0000,0.0016,-0.0000,-0.0016,0.0064,-0.0000,,,,,,,
0.1018,0,0,0,-2,0.0000,0.0031,0.0000,-0.0016,0.0095,0.0000,,,,,,,
0.1119,-4,-5,-14,-41,-0.0279,0.0719,0.0008,-0.0296,0.0813,0.0008,,,,,,,
0.1220,-19,-20,0,0,-0.0302,0.0325,-0.0005,-0.0598,0.1139,0.0004,,,,,,,
0.1320,0,0,-23,-50,-0.0355,0.0777,0.0011,-0.0953,0.1916,0.0015,,,,,,,
0.1421,-22,-28,0,0,-0.0350,0.0456,-0.0007,-0.1304,0.2371,0.0008,,,,,,,
0.1522,0,0,-25,-51,-0.0386,0.0793,0.0011,-0.1690,0.3163,0.0020,,,,,,,
0.1587,,,,,,,,,,,-0.0671,0.1747,-0.0001,-0.0368,0.7036,0.0007,1
0.1623,-22,-23,-26,-50,-0.0751,0.1152,0.0006,-0.2444,0.4313,0.0025,,,,,,,
0.1724,-24,-35,0,0,-0.0382,0.0569,-0.0008,-0.2827,0.4882,0.0017,,,,,,,
0.1824,0,0,-21,-68,-0.0324,0.1057,0.0015,-0.3153,0.5938,0.0032,,,,,,,
0.1925,-10,-98,-11,-140,-0.0329,0.3771,0.0008,-0.3496,0.9708,0.0041,,,,,,,
0.2026,-13,-138,0,0,-0.0207,0.2245,-0.0032,-0.3708,1.1952,0.0009,,,,,,,
0.2127,0,0,-23,-187,-0.0355,0.2907,0.0042,-0.4071,1.4859,0.0050,,,,,,,
0.2227,-37,-173,0,0,-0.0588,0.2814,-0.0040,-0.4668,1.7671,0.0010,,,,,,,
0.2328,0,0,-50,-239,-0.0771,0.3716,0.0053,-0.5453,2.1384,0.0063,,,,,,,
0.2429,-42,-190,-62,-274,-0.1624,0.7351,0.0017,-0.7129,2.8724,0.0080,,,,,,,
0.2530,-51,-208,0,0,-0.0811,0.3384,-0.0048,-0.7959,3.2103,0.0031,,,,,,,
0.2630,0,0,-70,-309,-0.1079,0.4804,0.0069,-0.9070,3.6900,0.0100,,,,,,,
0.2731,-74,-246,-96,-349,-0.2657,0.9428,0.0020,-1.1831,4.6298,0.0120,,,,,,,
0.2832,-94,-236,0,0,-0.1495,0.3839,-0.0055,-1.3361,5.0124,0.0066,,,,,,,
0.2933,0,0,-113,-343,-0.1743,0.5333,0.0076,-1.5159,5.5438,0.0142,,,,,,,
0.3033,-93,-235,0,0,-0.1479,0.3823,-0.0055,-1.6681,5.9244,0.0087,,,,,,,
0.3086,,,,,,,,,,,0.2044,4.8366,0.0081,0.2713,4.6619,0.0081,1
