timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0103,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0203,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0304,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0405,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0506,0,-1,0,-1,0.0000,0.0032,-0.0000,0.0000,0.0032,-0.0000,,,,,,,
0.0607,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0048,-0.0000,,,,,,,
0.0708,0,0,1,0,0.0015,0.0000,0.0000,0.0015,0.0048,-0.0000,,,,,,,
0.0810,1,-7,14,-13,0.0232,0.0316,0.0001,0.0247,0.0364,0.0001,,,,,,,
0.0911,38,-72,0,0,0.0604,0.1171,-0.0017,0.0852,0.1535,-0.0016,,,,,,,
0.1012,0,0,51,-71,0.0786,0.1104,0.0016,0.1640,0.2638,0.0000,,,,,,,
0.1113,35,-121,0,0,0.0557,0.1968,-0.0028,0.2199,0.4606,-0.0028,,,,,,,
0.1214,6,-171,17,-156,0.0358,0.5207,-0.0005,0.2573,0.9812,-0.0033,,,,,,,
0.1315,0,0,-3,-180,-0.0046,0.2799,0.0040,0.2530,1.2611,0.0007,,,,,,,
0.1391,,,,,,,,,,,0.3675,0.1842,0.0001,0.3675,0.1842,0.0001,1
0.1415,-5,-167,0,0,-0.0080,0.2717,-0.0039,0.2454,1.5328,-0.0032,,,,,,,
0.1516,0,0,-7,-181,-0.0108,0.2814,0.0040,0.2349,1.8142,0.0008,,,,,,,
0.1617,-2,-168,-11,-199,-0.0201,0.5827,0.0005,0.2142,2.3969,0.0013,,,,,,,
0.1718,-3,-206,0,0,-0.0048,0.3351,-0.0048,0.2097,2.7320,-0.0035,,,,,,,
0.1819,0,0,0,-250,0.0000,0.3887,0.0056,0.2100,3.1207,0.0021,,,,,,,
0.1920,3,-260,0,0,0.0048,0.4230,-0.0060,0.2152,3.5437,-0.0039,,,,,,,
0.2021,-4,-245,-1,-290,-0.0079,0.8495,0.0007,0.2103,4.3932,-0.0032,,,,,,,
0.2122,0,0,-15,-286,-0.0231,0.4447,0.0064,0.1872,4.8378,0.0032,,,,,,,
0.2222,-9,-257,0,0,-0.0143,0.4181,-0.0060,0.1728,5.2559,-0.0028,,,,,,,
0.2323,0,0,-11,-277,-0.0170,0.4307,0.0062,0.1557,5.6866,0.0033,,,,,,,
0.2424,-1,-264,-6,-332,-0.0108,0.9457,0.0012,0.1411,6.6322,0.0046,,,,,,,
0.2525,-3,-294,0,0,-0.0048,0.4783,-0.0068,0.1358,7.1105,-0.0023,,,,,,,
0.2630,0,0,-5,-329,-0.0077,0.5115,0.0073,0.1274,7.6220,0.0051,,,,,,,
0.2731,10,-296,10,-292,0.0313,0.9355,-0.0004,0.1542,8.5577,0.0047,,,,,,,
0.2832,20,-311,0,0,0.0318,0.5060,-0.0072,0.1854,9.0637,-0.0026,,,,,,,
0.2868,,,,,,,,,,,0.6146,2.1098,-0.0001,0.2474,1.9256,-0.0002,1
0.2933,0,0,9,-313,0.0139,0.4866,0.0070,0.1989,9.5503,0.0044,,,,,,,
0.3034,1,-280,0,0,0.0016,0.4555,-0.0065,0.1999,10.0058,-0.0021,,,,,,,
0.3135,-6,-279,-7,-302,-0.0203,0.9234,0.0002,0.1815,10.9293,-0.0019,,,,,,,
0.3236,0,0,-11,-344,-0.0170,0.5348,0.0076,0.1635,11.4641,0.0057,,,,,,,
