timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0102,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0202,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0303,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0404,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0505,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0605,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0706,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0807,0,0,0,-1,0.0000,0.0016,0.0000,-0.0000,0.0016,0.0000,,,,,,,
0.0908,0,-1,0,-1,0.0000,0.0032,-0.0000,-0.0000,0.0047,0.0000,,,,,,,
0.1009,0,-4,0,0,0.0000,0.0065,-0.0001,0.0000,0.0112,-0.0001,,,,,,,
0.1045,,,,,,,,,,,0.3546,-0.0003,0.0013,0.3546,-0.0003,0.0013,1
0.1110,0,0,0,-30,0.0000,0.0466,0.0007,-0.0000,0.0579,0.0006,,,,,,,
0.1210,9,-84,0,0,0.0143,0.1367,-0.0020,0.0144,0.1945,-0.0014,,,,,,,
0.1311,16,-184,14,-136,0.0470,0.5108,-0.0013,0.0624,0.7052,-0.0026,,,,,,,
0.1412,0,0,14,-219,0.0216,0.3405,0.0049,0.0841,1.0457,0.0023,,,,,,,
0.1513,15,-256,0,0,0.0239,0.4165,-0.0059,0.1082,1.4622,-0.0037,,,,,,,
0.1613,0,0,11,-335,0.0170,0.5208,0.0074,0.1252,1.9830,0.0037,,,,,,,
0.1715,9,-318,0,-353,0.0143,1.0662,0.0004,0.1352,3.0492,0.0042,,,,,,,
0.1815,-3,-307,0,0,-0.0048,0.4994,-0.0071,0.1302,3.5487,-0.0029,,,,,,,
0.1916,0,0,-13,-328,-0.0200,0.5100,0.0073,0.1098,4.0586,0.0043,,,,,,,
0.2017,-7,-291,0,0,-0.0111,0.4734,-0.0068,0.0982,4.5320,-0.0024,,,,,,,
0.2118,11,-315,0,-319,0.0175,1.0084,-0.0002,0.1182,5.5404,-0.0027,,,,,,,
0.2218,0,0,15,-348,0.0231,0.5411,0.0077,0.1407,6.0815,0.0051,,,,,,,
0.2319,16,-355,0,0,0.0254,0.5775,-0.0083,0.1656,6.6591,-0.0032,,,,,,,
0.2420,0,0,4,-378,0.0062,0.5877,0.0084,0.1712,7.2468,0.0052,,,,,,,
0.2521,2,-364,0,-419,0.0032,1.2436,0.0008,0.1673,8.4904,0.0061,,,,,,,
0.2549,,,,,,,,,,,0.2627,1.4855,-0.0011,-0.0900,1.4859,-0.0024,1
0.2622,1,-371,0,0,0.0016,0.6036,-0.0086,0.1679,9.0939,-0.0026,,,,,,,
0.2722,0,0,-1,-409,-0.0015,0.6359,0.0091,0.1651,9.7298,0.0065,,,,,,,
0.2824,2,-365,0,-395,0.0032,1.2079,0.0003,0.1602,10.9378,0.0068,,,,,,,
0.2925,1,-362,0,0,0.0016,0.5889,-0.0084,0.1602,11.5267,-0.0016,,,,,,,
0.3026,0,0,-6,-364,-0.0093,0.5659,0.0081,0.1496,12.0926,0.0065,,,,,,,
0.3127,8,-352,0,0,0.0127,0.5727,-0.0082,0.1609,12.6653,-0.0017,,,,,,,
0.3228,27,-376,15,-385,0.0661,1.2103,-0.0002,0.2292,13.8754,-0.0019,,,,,,,
