timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0103,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0203,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0304,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0405,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0506,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0607,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0707,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0808,0,0,0,-1,0.0000,0.0016,0.0000,-0.0000,0.0016,0.0000,,,,,,,
0.0909,0,0,0,0,0.0000,0.0000,0.0000,-0.0000,0.0016,0.0000,,,,,,,
0.1010,0,0,0,-1,0.0000,0.0016,0.0000,-0.0000,0.0031,0.0000,,,,,,,
0.1110,0,-1,0,-1,0.0000,0.0032,-0.0000,-0.0000,0.0063,0.0000,,,,,,,
0.1200,,,,,,,,,,,-0.3017,-0.2017,-0.0002,-0.3017,-0.2017,-0.0002,1
0.1211,0,-1,0,0,0.0000,0.0016,-0.0000,-0.0000,0.0079,0.0000,,,,,,,
0.1312,0,0,0,-8,0.0000,0.0124,0.0002,-0.0000,0.0204,0.0002,,,,,,,
0.1413,-1,-2,0,0,-0.0016,0.0033,-0.0000,-0.0016,0.0236,0.0002,,,,,,,
0.1513,-14,-9,-8,-21,-0.0346,0.0473,0.0003,-0.0362,0.0709,0.0004,,,,,,,
0.1614,0,0,-23,-37,-0.0355,0.0575,0.0008,-0.0717,0.1284,0.0012,,,,,,,
0.1715,-26,-18,0,0,-0.0413,0.0293,-0.0004,-0.1131,0.1576,0.0008,,,,,,,
0.1816,0,0,-29,-49,-0.0447,0.0762,0.0011,-0.1579,0.2338,0.0019,,,,,,,
0.1916,-29,-22,-23,-43,-0.0816,0.1026,0.0004,-0.2397,0.3362,0.0023,,,,,,,
0.2017,-23,-18,0,0,-0.0366,0.0293,-0.0004,-0.2764,0.3654,0.0019,,,,,,,
0.2118,0,0,-27,-44,-0.0416,0.0684,0.0010,-0.3182,0.4337,0.0029,,,,,,,
0.2219,-25,-21,-24,-38,-0.0768,0.0932,0.0004,-0.3952,0.5267,0.0033,,,,,,,
0.2319,-19,-23,0,0,-0.0302,0.0374,-0.0005,-0.4255,0.5641,0.0027,,,,,,,
0.2420,0,0,-25,-58,-0.0386,0.0902,0.0013,-0.4644,0.6541,0.0040,,,,,,,
0.2521,-22,-50,0,0,-0.0350,0.0813,-0.0012,-0.4997,0.7353,0.0029,,,,,,,
0.2622,-11,-71,-20,-85,-0.0483,0.2477,0.0002,-0.5487,0.9829,0.0031,,,,,,,
0.2669,,,,,,,,,,,-0.2836,0.6220,0.0001,0.0180,0.8237,0.0003,1
0.2722,0,0,-11,-84,-0.0170,0.1306,0.0019,-0.5662,1.1134,0.0050,,,,,,,
0.2823,0,-74,0,0,0.0000,0.1204,-0.0017,-0.5667,1.2338,0.0032,,,,,,,
0.2924,0,0,1,-83,0.0015,0.1290,0.0018,-0.5657,1.3628,0.0051,,,,,,,
0.3024,2,-79,-1,-89,0.0016,0.2669,0.0001,-0.5654,1.6297,0.0052,,,,,,,
0.3125,0,-85,0,0,0.0000,0.1383,-0.0020,-0.5660,1.7680,0.0032,,,,,,,
0.3226,0,0,-2,-91,-0.0031,0.1415,0.0020,-0.5697,1.9095,0.0053,,,,,,,
