timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0102,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0203,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0304,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0405,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0505,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0606,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0707,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0808,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0909,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1009,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1110,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1211,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1312,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1338,,,,,,,,,,,0.4953,0.2837,0.0003,0.4953,0.2837,0.0003,1
0.1412,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1513,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1614,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1715,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1816,0,0,0,-1,0.0000,0.0016,0.0000,-0.0000,0.0016,0.0000,,,,,,,
0.1916,-1,0,0,-1,-0.0016,0.0016,0.0000,-0.0016,0.0031,0.0000,,,,,,,
0.2017,-1,0,0,0,-0.0016,0.0000,0.0000,-0.0032,0.0031,0.0000,,,,,,,
0.2118,0,0,-2,-8,-0.0031,0.0124,0.0002,-0.0063,0.0155,0.0002,,,,,,,
0.2219,-10,-11,0,0,-0.0159,0.0179,-0.0003,-0.0222,0.0334,-0.0000,,,,,,,
0.2320,-29,-21,-23,-38,-0.0816,0.0932,0.0004,-0.1038,0.1267,0.0003,,,,,,,
0.2420,0,0,-36,-59,-0.0555,0.0917,0.0013,-0.1594,0.2184,0.0016,,,,,,,
0.2521,-35,-27,0,0,-0.0557,0.0439,-0.0006,-0.2151,0.2622,0.0010,,,,,,,
0.2622,0,0,-37,-53,-0.0571,0.0824,0.0012,-0.2723,0.3445,0.0022,,,,,,,
0.2723,-31,-24,-31,-51,-0.0971,0.1183,0.0006,-0.3697,0.4626,0.0028,,,,,,,
0.2811,,,,,,,,,,,0.2187,0.4035,0.0001,-0.2766,0.1199,-0.0003,1
0.2824,-34,-23,0,0,-0.0541,0.0374,-0.0005,-0.4238,0.4999,0.0022,,,,,,,
0.2925,0,0,-38,-58,-0.0586,0.0902,0.0013,-0.4827,0.5899,0.0035,,,,,,,
0.3025,-31,-23,0,0,-0.0493,0.0374,-0.0005,-0.5321,0.6272,0.0030,,,,,,,
0.3126,-29,-21,-30,-50,-0.0924,0.1119,0.0006,-0.6249,0.7388,0.0036,,,,,,,
0.3227,0,0,-32,-48,-0.0493,0.0746,0.0011,-0.6745,0.8132,0.0047,,,,,,,
