timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0102,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0203,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0304,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0016,-0.0000,,,,,,,
0.0405,0,0,0,-1,0.0000,0.0016,0.0000,0.0000,0.0032,-0.0000,,,,,,,
0.0506,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0048,-0.0000,,,,,,,
0.0606,0,-1,1,-1,0.0015,0.0032,-0.0000,0.0015,0.0080,-0.0000,,,,,,,
0.0638,,,,,,,,,,,0.2568,0.2258,-0.0006,0.2568,0.2258,-0.0006,1
0.0707,0,0,1,-1,0.0015,0.0016,0.0000,0.0031,0.0095,-0.0000,,,,,,,
0.0809,6,-18,0,0,0.0095,0.0293,-0.0004,0.0126,0.0388,-0.0004,,,,,,,
0.0910,13,-33,11,-16,0.0376,0.0786,-0.0004,0.0503,0.1174,-0.0008,,,,,,,
0.1011,0,0,20,-25,0.0308,0.0389,0.0006,0.0812,0.1562,-0.0003,,,,,,,
0.1111,20,-49,0,0,0.0318,0.0797,-0.0011,0.1131,0.2359,-0.0014,,,,,,,
0.1212,0,0,25,-38,0.0386,0.0591,0.0008,0.1517,0.2949,-0.0006,,,,,,,
0.1319,21,-65,14,-96,0.0550,0.2550,0.0006,0.2067,0.5499,0.0000,,,,,,,
0.1420,-6,-120,0,0,-0.0095,0.1952,-0.0028,0.1974,0.7452,-0.0027,,,,,,,
0.1521,0,0,-28,-189,-0.0432,0.2938,0.0042,0.1544,1.0390,0.0015,,,,,,,
0.1622,-30,-157,0,0,-0.0477,0.2554,-0.0036,0.1068,1.2945,-0.0022,,,,,,,
0.1723,-21,-144,-34,-194,-0.0858,0.5359,0.0010,0.0219,1.8305,-0.0012,,,,,,,
0.1824,0,0,-18,-177,-0.0278,0.2752,0.0039,-0.0060,2.1057,0.0027,,,,,,,
0.1925,-16,-152,0,0,-0.0254,0.2473,-0.0035,-0.0317,2.3529,-0.0008,,,,,,,
0.1985,,,,,,,,,,,0.3244,0.6479,0.0009,0.0674,0.4222,0.0015,1
0.2026,-29,-206,-36,-227,-0.1016,0.6881,0.0003,-0.1329,3.0411,-0.0006,,,,,,,
0.2127,0,0,-32,-238,-0.0493,0.3700,0.0053,-0.1830,3.4110,0.0047,,,,,,,
0.2228,-26,-199,0,0,-0.0413,0.3237,-0.0046,-0.2251,3.7347,0.0001,,,,,,,
0.2328,0,0,-26,-220,-0.0401,0.3420,0.0049,-0.2661,4.0766,0.0050,,,,,,,
0.2429,-13,-185,-10,-204,-0.0361,0.6181,0.0002,-0.3053,4.6945,0.0052,,,,,,,
0.2530,-11,-172,0,0,-0.0175,0.2798,-0.0040,-0.3237,4.9743,0.0012,,,,,,,
0.2631,0,0,-29,-254,-0.0447,0.3949,0.0056,-0.3700,5.3690,0.0068,,,,,,,
0.2731,-25,-220,0,0,-0.0398,0.3579,-0.0051,-0.4113,5.7268,0.0017,,,,,,,
0.2832,-19,-210,-32,-265,-0.0796,0.7537,0.0010,-0.4925,6.4802,0.0027,,,,,,,
0.2933,0,0,-18,-235,-0.0278,0.3654,0.0052,-0.5222,6.8455,0.0080,,,,,,,
0.3034,-11,-195,0,0,-0.0175,0.3172,-0.0045,-0.5415,7.1626,0.0034,,,,,,,
0.3134,0,0,-22,-224,-0.0339,0.3483,0.0050,-0.5775,7.5106,0.0084,,,,,,,
