timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0102,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0202,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0303,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0404,0,0,0,-1,0.0000,0.0016,0.0000,-0.0000,0.0016,0.0000,,,,,,,
0.0505,-1,0,0,0,-0.0016,0.0000,0.0000,-0.0016,0.0016,0.0000,,,,,,,
0.0606,0,0,0,-1,0.0000,0.0016,0.0000,-0.0016,0.0031,0.0000,,,,,,,
0.0611,,,,,,,,,,,0.3190,-0.3326,0.0003,0.3190,-0.3326,0.0003,1
0.0707,0,-1,-10,-23,-0.0154,0.0374,0.0005,-0.0170,0.0405,0.0005,,,,,,,
0.0808,-25,-19,0,0,-0.0398,0.0309,-0.0004,-0.0568,0.0714,0.0001,,,,,,,
0.0909,0,0,-58,-103,-0.0894,0.1601,0.0023,-0.1464,0.2314,0.0024,,,,,,,
0.1010,-69,-55,0,0,-0.1097,0.0895,-0.0013,-0.2563,0.3207,0.0011,,,,,,,
0.1110,-98,-78,-94,-152,-0.3008,0.3632,0.0016,-0.5578,0.6834,0.0027,,,,,,,
0.1211,0,0,-138,-218,-0.2128,0.3389,0.0048,-0.7723,1.0212,0.0075,,,,,,,
0.1312,-130,-94,0,0,-0.2067,0.1529,-0.0022,-0.9800,1.1728,0.0053,,,,,,,
0.1413,0,0,-179,-276,-0.2760,0.4291,0.0061,-1.2596,1.5996,0.0115,,,,,,,
0.1514,-162,-125,-184,-285,-0.5414,0.6465,0.0034,-1.8095,2.2389,0.0149,,,,,,,
0.1615,-154,-109,0,0,-0.2449,0.1773,-0.0025,-2.0568,2.4128,0.0123,,,,,,,
0.1716,0,0,-165,-257,-0.2544,0.3996,0.0057,-2.3172,2.8085,0.0181,,,,,,,
0.1817,-155,-107,0,0,-0.2465,0.1741,-0.0025,-2.5666,2.9784,0.0156,,,,,,,
0.1917,-174,-128,-179,-281,-0.5527,0.6451,0.0033,-3.1304,3.6139,0.0188,,,,,,,
0.2018,0,0,-210,-323,-0.3238,0.5022,0.0072,-3.4654,4.1087,0.0260,,,,,,,
0.2115,,,,,,,,,,,-2.1661,2.5404,0.0062,-2.4843,2.8738,0.0059,1
0.2119,-190,-131,0,0,-0.3022,0.2131,-0.0030,-3.7727,4.3144,0.0230,,,,,,,
0.2220,0,0,-216,-336,-0.3331,0.5224,0.0075,-4.1196,4.8277,0.0304,,,,,,,
0.2321,-184,-134,-206,-327,-0.6103,0.7264,0.0041,-4.7531,5.5339,0.0346,,,,,,,
0.2422,-168,-121,0,0,-0.2672,0.1968,-0.0028,-5.0267,5.7218,0.0318,,,,,,,
0.2523,0,0,-188,-302,-0.2899,0.4695,0.0067,-5.3329,6.1809,0.0385,,,,,,,
0.2625,-152,-106,-181,-285,-0.5208,0.6156,0.0039,-5.8782,6.7749,0.0423,,,,,,,
0.2726,-157,-120,0,0,-0.2497,0.1952,-0.0028,-6.1356,6.9597,0.0395,,,,,,,
0.2827,0,0,-194,-318,-0.2992,0.4944,0.0071,-6.4558,7.4408,0.0466,,,,,,,
0.2928,-63,-47,0,0,-0.1002,0.0765,-0.0011,-6.5594,7.5126,0.0455,,,,,,,
0.3029,-187,-129,-211,-324,-0.6228,0.7136,0.0042,-7.2154,8.1957,0.0497,,,,,,,
0.3130,0,0,-221,-343,-0.3408,0.5333,0.0076,-7.5842,8.7100,0.0573,,,,,,,
0.3230,-186,-136,0,0,-0.2958,0.2213,-0.0032,-7.8919,8.9144,0.0542,,,,,,,
0.3331,0,0,-201,-328,-0.3100,0.5100,0.0073,-8.2308,9.4056,0.0615,,,,,,,
0.3432,-164,-125,-191,-310,-0.5553,0.6853,0.0040,-8.8285,10.0544,0.0654,,,,,,,
0.3533,-177,-121,0,0,-0.2815,0.1968,-0.0028,-9.1220,10.2328,0.0626,,,,,,,
0.3604,,,,,,,,,,,-8.1935,10.3027,0.0418,-5.9788,7.7998,0.0356,1
0.3634,0,0,-193,-319,-0.2976,0.4960,0.0071,-9.4517,10.7080,0.0697,,,,,,,
0.3735,-182,-131,0,0,-0.2894,0.2131,-0.0030,-9.7550,10.9009,0.0667,,,,,,,
0.3835,-184,-136,-237,-366,-0.6581,0.7903,0.0050,-10.4661,11.6438,0.0716,,,,,,,
0.3936,0,0,-237,-366,-0.3655,0.5690,0.0081,-10.8736,12.1836,0.0798,,,,,,,
0.4037,-146,-112,0,0,-0.2322,0.1822,-0.0026,-11.1193,12.3471,0.0772,,,,,,,
0.4138,0,0,-201,-323,-0.3100,0.5022,0.0072,-11.4688,12.8226,0.0843,,,,,,,
0.4239,-151,-112,-202,-318,-0.5516,0.6766,0.0045,-12.0768,13.4490,0.0888,,,,,,,
0.4339,-183,-125,0,0,-0.2910,0.2034,-0.0029,-12.3845,13.6262,0.0859,,,,,,,
0.4440,0,0,-212,-337,-0.3269,0.5240,0.0075,-12.7570,14.1188,0.0934,,,,,,,
0.4541,-191,-144,0,0,-0.3037,0.2343,-0.0033,-13.0809,14.3243,0.0900,,,,,,,
0.4642,-194,-146,-217,-347,-0.6431,0.7770,0.0043,-13.7928,15.0388,0.0943,,,,,,,
0.4743,0,0,-221,-361,-0.3408,0.5613,0.0080,-14.1871,15.5639,0.1024,,,,,,,
0.4843,-197,-152,0,0,-0.3133,0.2473,-0.0035,-14.5236,15.7784,0.0988,,,,,,,
0.4945,0,0,-218,-342,-0.3362,0.5317,0.0076,-14.9125,16.2729,0.1064,,,,,,,
0.5045,-180,-133,-192,-299,-0.5823,0.6812,0.0035,-15.5650,16.8873,0.1100,,,,,,,
0.5085,,,,,,,,,,,-12.2419,18.1120,0.0802,-3.7186,7.9716,0.0384,1
0.5146,-173,-124,0,0,-0.2751,0.2017,-0.0029,-15.8603,17.0580,0.1071,,,,,,,
0.5247,0,0,-186,-298,-0.2868,0.4633,0.0066,-16.1965,17.4869,0.1137,,,,,,,
0.5348,-121,-87,-215,-338,-0.5240,0.6670,0.0055,-16.7944,18.0886,0.1192,,,,,,,
0.5449,-126,-94,0,0,-0.2004,0.1529,-0.0022,-17.0114,18.2168,0.1170,,,,,,,
0.5549,0,0,0,0,0.0000,0.0000,0.0000,-17.0114,18.2168,0.1170,,,,,,,
0.5650,-188,-129,0,0,-0.2990,0.2099,-0.0030,-17.3325,18.3908,0.1140,,,,,,,
0.5751,-125,-91,-228,-358,-0.5504,0.7046,0.0058,-17.9614,19.0265,0.1198,,,,,,,
0.5852,0,0,-201,-317,-0.3100,0.4929,0.0070,-18.3296,19.4774,0.1269,,,,,,,
0.5953,-163,-111,0,0,-0.2592,0.1806,-0.0026,-18.6094,19.6241,0.1243,,,,,,,
0.6054,0,0,-383,-614,-0.5906,0.9546,0.0136,-19.3198,20.4933,0.1379,,,,,,,
0.6154,-180,-136,-215,-342,-0.6178,0.7530,0.0044,-20.0367,21.1526,0.1424,,,,,,,
0.6255,-198,-138,0,0,-0.3149,0.2245,-0.0032,-20.3799,21.3307,0.1392,,,,,,,
0.6356,0,0,-219,-344,-0.3377,0.5348,0.0076,-20.7904,21.8120,0.1468,,,,,,,
0.6457,-192,-138,0,0,-0.3053,0.2245,-0.0032,-21.1250,21.9899,0.1436,,,,,,,
0.6558,-191,-133,-205,-323,-0.6199,0.7186,0.0041,-21.8426,22.6109,0.1477,,,,,,,
0.6559,,,,,,,,,,,-20.7010,22.2688,0.1168,-8.0991,4.8209,0.0366,1
0.6658,0,0,-193,-313,-0.2976,0.4866,0.0070,-22.2101,23.0472,0.1546,,,,,,,
0.6759,-178,-120,0,0,-0.2831,0.1952,-0.0028,-22.5197,23.1969,0.1519,,,,,,,
0.6860,0,0,-200,-315,-0.3084,0.4897,0.0070,-22.9002,23.6330,0.1589,,,,,,,
0.6961,-175,-136,-216,-348,-0.6114,0.7623,0.0046,-23.6259,24.2874,0.1634,,,,,,,
0.7062,-203,-150,0,0,-0.3228,0.2440,-0.0035,-23.9838,24.4763,0.1599,,,,,,,
0.7163,0,0,-223,-350,-0.3439,0.5442,0.0078,-24.4118,24.9571,0.1677,,,,,,,
0.7263,-193,-138,0,0,-0.3069,0.2245,-0.0032,-24.7517,25.1277,0.1645,,,,,,,
0.7364,-108,-78,-208,-340,-0.4925,0.6555,0.0057,-25.3465,25.6920,0.1702,,,,,,,
0.7465,0,0,-199,-312,-0.3069,0.4851,0.0069,-25.7326,26.1168,0.1772,,,,,,,
0.7566,-183,-132,0,0,-0.2910,0.2147,-0.0031,-26.0566,26.2774,0.1741,,,,,,,
0.7667,-180,-118,-189,-302,-0.5777,0.6615,0.0040,-26.7413,26.8275,0.1781,,,,,,,
0.7767,0,0,-212,-345,-0.3269,0.5364,0.0077,-27.1598,27.2959,0.1857,,,,,,,
0.7868,-191,-134,0,0,-0.3037,0.2180,-0.0031,-27.4984,27.4545,0.1826,,,,,,,
0.7969,0,0,-224,-342,-0.3454,0.5317,0.0076,-27.9363,27.9130,0.1902,,,,,,,
0.8020,,,,,,,,,,,-26.9554,30.2450,0.1551,-5.2826,8.6505,0.0384,1
0.8070,-171,-124,-208,-333,-0.5927,0.7195,0.0045,-28.6557,28.5059,0.1947,,,,,,,
0.8171,-102,-66,0,0,-0.1622,0.1074,-0.0015,-28.8356,28.5799,0.1932,,,,,,,
0.8272,0,0,-175,-273,-0.2699,0.4244,0.0061,-29.1830,28.9436,0.1993,,,,,,,
0.8372,-113,-75,0,0,-0.1797,0.1220,-0.0017,-29.3832,29.0278,0.1975,,,,,,,
0.8473,-109,-73,-205,-316,-0.4895,0.6101,0.0053,-29.9842,29.5284,0.2028,,,,,,,
0.8574,0,0,-214,-331,-0.3300,0.5146,0.0074,-30.4127,29.9644,0.2102,,,,,,,
0.8675,-189,-144,0,0,-0.3006,0.2343,-0.0033,-30.7553,30.1314,0.2068,,,,,,,
0.8776,0,0,-218,-349,-0.3362,0.5426,0.0078,-31.1975,30.5917,0.2146,,,,,,,
0.8876,-137,-97,-209,-337,-0.5402,0.6818,0.0052,-31.8719,31.1410,0.2198,,,,,,,
0.8977,-131,-97,0,0,-0.2083,0.1578,-0.0023,-32.1095,31.2499,0.2176,,,,,,,
0.9078,0,0,-197,-316,-0.3038,0.4913,0.0070,-32.5136,31.6626,0.2246,,,,,,,
0.9179,-169,-119,0,0,-0.2688,0.1936,-0.0028,-32.8186,31.7919,0.2218,,,,,,,
0.9280,-179,-119,-188,-300,-0.5746,0.6600,0.0039,-33.5253,32.3080,0.2257,,,,,,,
0.9380,0,0,-183,-306,-0.2822,0.4758,0.0068,-33.9081,32.7072,0.2325,,,,,,,
0.9481,-174,-123,0,0,-0.2767,0.2001,-0.0029,-34.2233,32.8386,0.2297,,,,,,,
0.9500,,,,,,,,,,,-32.7655,36.8617,0.1942,-4.7180,7.4350,0.0390,1
0.9582,0,0,-218,-349,-0.3362,0.5426,0.0078,-34.6759,33.2887,0.2374,,,,,,,
0.9683,-148,-103,-216,-338,-0.5684,0.6931,0.0051,-35.3928,33.8268,0.2425,,,,,,,
0.9784,-185,-146,0,0,-0.2942,0.2375,-0.0034,-35.7352,33.9873,0.2391,,,,,,,
0.9885,0,0,-196,-319,-0.3022,0.4960,0.0071,-36.1477,34.3961,0.2462,,,,,,,
0.9985,-161,-113,0,0,-0.2560,0.1838,-0.0026,-36.4407,34.5124,0.2436,,,,,,,
1.0086,-146,-111,-183,-300,-0.5144,0.6470,0.0041,-37.0970,35.0149,0.2477,,,,,,,
1.0188,0,0,-216,-354,-0.3331,0.5504,0.0079,-37.5566,35.4650,0.2555,,,,,,,
1.0288,-145,-120,0,0,-0.2306,0.1952,-0.0028,-37.8288,35.5960,0.2527,,,,,,,
1.0389,-198,-146,-207,-342,-0.6341,0.7692,0.0042,-38.6364,36.1806,0.2569,,,,,,,
1.0490,0,0,-218,-341,-0.3362,0.5302,0.0076,-39.0978,36.6062,0.2645,,,,,,,
1.0591,-176,-132,0,0,-0.2799,0.2147,-0.0031,-39.4239,36.7408,0.2615,,,,,,,
1.0692,0,0,-195,-314,-0.3007,0.4882,0.0070,-39.8420,37.1332,0.2684,,,,,,,
1.0793,-166,-110,-176,-285,-0.5354,0.6221,0.0038,-40.5240,37.5897,0.2722,,,,,,,
1.0893,-168,-116,0,0,-0.2672,0.1887,-0.0027,-40.8320,37.7000,0.2695,,,,,,,
1.0975,,,,,,,,,,,-39.4168,43.2909,0.2315,-5.2857,7.5918,0.0373,1
1.0994,0,0,-183,-307,-0.2822,0.4773,0.0068,-41.2324,38.0836,0.2763,,,,,,,
1.1095,-141,-105,0,0,-0.2242,0.1708,-0.0024,-41.4946,38.1871,0.2739,,,,,,,
1.1196,-153,-111,-216,-342,-0.5764,0.7123,0.0050,-42.2435,38.7151,0.2789,,,,,,,
1.1297,0,0,-220,-342,-0.3393,0.5317,0.0076,-42.7176,39.1311,0.2865,,,,,,,
1.1397,-189,-134,0,0,-0.3006,0.2180,-0.0031,-43.0673,39.2558,0.2834,,,,,,,
1.1498,0,0,-192,-316,-0.2961,0.4913,0.0070,-43.4903,39.6433,0.2904,,,,,,,
1.1599,-162,-116,-185,-297,-0.5429,0.6505,0.0039,-44.1976,40.1097,0.2943,,,,,,,
1.1700,-167,-126,0,0,-0.2656,0.2050,-0.0029,-44.5111,40.2293,0.2914,,,,,,,
1.1801,0,0,-206,-343,-0.3177,0.5333,0.0076,-44.9701,40.6471,0.2990,,,,,,,
1.1902,-187,-134,0,0,-0.2974,0.2180,-0.0031,-45.3183,40.7683,0.2959,,,,,,,
1.2002,-197,-138,-215,-341,-0.6448,0.7547,0.0044,-46.1564,41.3004,0.3002,,,,,,,
1.2103,0,0,-227,-351,-0.3500,0.5457,0.0078,-46.6538,41.7162,0.3080,,,,,,,
1.2204,-176,-129,0,0,-0.2799,0.2099,-0.0030,-46.9839,41.8318,0.3050,,,,,,,
1.2306,-145,0,-190,-300,-0.5236,0.4664,0.0067,-47.6244,42.1174,0.3117,,,,,,,
1.2406,0,-109,-177,-287,-0.2729,0.6235,0.0038,-48.0764,42.6263,0.3155,,,,,,,
1.2459,,,,,,,,,,,-47.0344,48.5050,0.2676,-6.2185,6.8225,0.0361,1
1.2507,-142,-106,0,0,-0.2258,0.1724,-0.0025,-48.3445,42.7205,0.3131,,,,,,,
1.2608,0,0,-141,-250,-0.2174,0.3887,0.0056,-48.6719,43.0224,0.3186,,,,,,,
1.2709,-125,-93,-147,-263,-0.4255,0.5602,0.0037,-49.2521,43.4200,0.3223,,,,,,,
1.2810,-136,-104,0,0,-0.2163,0.1692,-0.0024,-49.5108,43.5123,0.3199,,,,,,,
1.2911,0,0,-153,-278,-0.2359,0.4322,0.0062,-49.8717,43.8473,0.3261,,,,,,,
1.3011,-157,-124,0,0,-0.2497,0.2017,-0.0029,-50.1727,43.9589,0.3232,,,,,,,
1.3112,-175,-134,-193,-325,-0.5759,0.7233,0.0041,-50.9495,44.4602,0.3273,,,,,,,
1.3213,0,0,-205,-327,-0.3161,0.5084,0.0073,-51.4137,44.8383,0.3346,,,,,,,
1.3314,-176,-121,0,0,-0.2799,0.1968,-0.0028,-51.7425,44.9328,0.3317,,,,,,,
1.3415,0,0,-198,-324,-0.3053,0.5037,0.0072,-52.1966,45.3080,0.3389,,,,,,,
1.3515,-198,-138,-208,-335,-0.6356,0.7453,0.0042,-53.0450,45.7978,0.3432,,,,,,,
1.3616,-183,-141,0,0,-0.2910,0.2294,-0.0033,-53.3960,45.9165,0.3399,,,,,,,
1.3717,0,0,-213,-346,-0.3285,0.5379,0.0077,-53.8865,46.3123,0.3476,,,,,,,
1.3818,-180,-119,0,0,-0.2863,0.1936,-0.0028,-54.2215,46.3972,0.3448,,,,,,,
1.3919,-185,-134,-193,-308,-0.5918,0.6969,0.0037,-55.0149,46.8516,0.3485,,,,,,,
1.3924,,,,,,,,,,,-52.4013,54.2382,0.3029,-3.6601,6.9481,0.0354,1
1.4019,0,0,-192,-311,-0.2961,0.4835,0.0069,-55.4595,47.2034,0.3555,,,,,,,
1.4120,-177,-123,0,0,-0.2815,0.2001,-0.0029,-55.7929,47.2935,0.3526,,,,,,,
1.4221,0,0,-198,-323,-0.3053,0.5022,0.0072,-56.2542,47.6577,0.3598,,,,,,,
1.4322,-23,-19,-204,-332,-0.3512,0.5471,0.0069,-56.7768,48.0443,0.3667,,,,,,,
1.4423,-110,-84,0,0,-0.1749,0.1367,-0.0020,-56.9890,48.1094,0.3647,,,,,,,
1.4523,0,0,-211,-348,-0.3254,0.5411,0.0077,-57.4875,48.4968,0.3725,,,,,,,
1.4624,-192,-139,0,0,-0.3053,0.2261,-0.0032,-57.8540,48.5969,0.3692,,,,,,,
1.4725,-178,-129,-201,-321,-0.5930,0.7089,0.0041,-58.6639,49.0424,0.3734,,,,,,,
