timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0103,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0204,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0305,0,0,0,-1,0.0000,0.0016,0.0000,-0.0000,0.0016,0.0000,,,,,,,
0.0363,,,,,,,,,,,-0.0570,-0.3268,0.0002,-0.0570,-0.3268,0.0002,1
0.0406,0,-1,0,-1,0.0000,0.0032,-0.0000,-0.0000,0.0047,0.0000,,,,,,,
0.0507,0,-1,0,0,0.0000,0.0016,-0.0000,-0.0000,0.0064,-0.0000,,,,,,,
0.0608,0,0,0,-5,0.0000,0.0078,0.0001,-0.0000,0.0141,0.0001,,,,,,,
0.0708,-2,-25,0,0,-0.0032,0.0407,-0.0006,-0.0032,0.0548,-0.0005,,,,,,,
0.0809,0,0,-16,-66,-0.0247,0.1026,0.0015,-0.0279,0.1574,0.0010,,,,,,,
0.0910,-25,-65,-30,-93,-0.0860,0.2503,0.0006,-0.1142,0.4076,0.0015,,,,,,,
0.1011,-33,-65,0,0,-0.0525,0.1057,-0.0015,-0.1668,0.5133,0.0000,,,,,,,
0.1112,0,0,-44,-119,-0.0679,0.1850,0.0026,-0.2349,0.6983,0.0027,,,,,,,
0.1213,-48,-76,-54,-134,-0.1596,0.3320,0.0012,-0.3956,1.0297,0.0039,,,,,,,
0.1321,-60,-85,0,0,-0.0954,0.1383,-0.0020,-0.4914,1.1677,0.0019,,,,,,,
0.1422,0,0,-62,-138,-0.0956,0.2146,0.0031,-0.5877,1.3820,0.0050,,,,,,,
0.1523,-51,-81,0,0,-0.0811,0.1318,-0.0019,-0.6694,1.5134,0.0031,,,,,,,
0.1623,-64,-93,-60,-139,-0.1943,0.3674,0.0009,-0.8650,1.8801,0.0040,,,,,,,
0.1724,0,0,-76,-168,-0.1172,0.2612,0.0037,-0.9837,2.1406,0.0078,,,,,,,
0.1825,-69,-108,0,0,-0.1097,0.1757,-0.0025,-1.0946,2.3156,0.0052,,,,,,,
0.1839,,,,,,,,,,,-0.4649,1.1257,0.0014,-0.4076,1.4526,0.0012,1
0.1926,0,0,-67,-175,-0.1033,0.2721,0.0039,-1.1999,2.5869,0.0091,,,,,,,
0.2027,-62,-112,-66,-170,-0.2004,0.4465,0.0012,-1.4046,3.0315,0.0103,,,,,,,
0.2128,-70,-114,0,0,-0.1113,0.1855,-0.0026,-1.5175,3.2159,0.0077,,,,,,,
0.2229,0,0,-82,-190,-0.1264,0.2954,0.0042,-1.6469,3.5101,0.0119,,,,,,,
0.2330,-96,-139,-107,-237,-0.3177,0.5946,0.0020,-1.9722,4.1006,0.0139,,,,,,,
0.2430,-84,-140,0,0,-0.1336,0.2278,-0.0033,-2.1085,4.3267,0.0107,,,,,,,
0.2531,0,0,-86,-228,-0.1326,0.3545,0.0051,-2.2458,4.6794,0.0157,,,,,,,
0.2632,-74,-138,0,0,-0.1177,0.2245,-0.0032,-2.3667,4.9022,0.0125,,,,,,,
0.2733,0,0,-85,-222,-0.1311,0.3452,0.0049,-2.5029,5.2453,0.0174,,,,,,,
0.2834,-91,-148,-99,-246,-0.2974,0.6232,0.0020,-2.8117,5.8630,0.0195,,,,,,,
0.2935,-74,-142,0,0,-0.1177,0.2310,-0.0033,-2.9335,6.0919,0.0162,,,,,,,
0.3036,0,0,-80,-218,-0.1234,0.3389,0.0048,-3.0631,6.4285,0.0210,,,,,,,
0.3136,-41,-91,-80,-216,-0.1886,0.4839,0.0027,-3.2625,6.9080,0.0237,,,,,,,
