timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0106,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0207,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0307,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0408,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0509,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0610,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0711,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0716,,,,,,,,,,,0.2324,0.1258,-0.0006,0.2324,0.1258,-0.0006,1
0.0811,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0912,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1013,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1114,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0016,-0.0000,,,,,,,
0.1215,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0033,-0.0000,,,,,,,
0.1315,0,0,0,-1,0.0000,0.0016,0.0000,0.0000,0.0048,-0.0000,,,,,,,
0.1417,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0064,-0.0000,,,,,,,
0.1518,0,-6,0,-1,0.0000,0.0113,-0.0001,0.0000,0.0178,-0.0002,,,,,,,
0.1619,0,0,0,-1,0.0000,0.0016,0.0000,0.0000,0.0193,-0.0001,,,,,,,
0.1720,0,-13,0,0,0.0000,0.0211,-0.0003,0.0000,0.0405,-0.0004,,,,,,,
0.1820,9,-27,5,-12,0.0220,0.0626,-0.0004,0.0221,0.1030,-0.0008,,,,,,,
0.1921,0,0,15,-17,0.0231,0.0264,0.0004,0.0452,0.1294,-0.0004,,,,,,,
0.2022,15,-30,0,0,0.0239,0.0488,-0.0007,0.0691,0.1782,-0.0011,,,,,,,
0.2123,0,0,16,-16,0.0247,0.0249,0.0004,0.0938,0.2031,-0.0008,,,,,,,
0.2192,,,,,,,,,,,-0.3400,-0.2189,-0.0004,-0.5723,-0.3450,0.0002,1
0.2224,16,-31,0,0,0.0254,0.0504,-0.0007,0.1193,0.2535,-0.0015,,,,,,,
0.2325,17,-33,19,-17,0.0563,0.0801,-0.0004,0.1758,0.3335,-0.0019,,,,,,,
0.2425,0,0,19,-15,0.0293,0.0233,0.0003,0.2051,0.3568,-0.0015,,,,,,,
0.2527,19,-32,0,0,0.0302,0.0521,-0.0007,0.2354,0.4088,-0.0023,,,,,,,
0.2627,22,-38,23,-18,0.0705,0.0898,-0.0005,0.3061,0.4984,-0.0028,,,,,,,
0.2728,0,0,22,-19,0.0339,0.0295,0.0004,0.3401,0.5279,-0.0024,,,,,,,
0.2829,20,-33,0,0,0.0318,0.0537,-0.0008,0.3721,0.5815,-0.0031,,,,,,,
0.2930,0,0,21,-18,0.0324,0.0280,0.0004,0.4045,0.6093,-0.0027,,,,,,,
0.3031,20,-36,0,0,0.0318,0.0586,-0.0008,0.4365,0.6678,-0.0036,,,,,,,
0.3132,22,-40,28,-21,0.0782,0.0977,-0.0005,0.5151,0.7652,-0.0040,,,,,,,
0.3232,0,0,23,-20,0.0355,0.0311,0.0004,0.5506,0.7962,-0.0036,,,,,,,
