timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0102,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0202,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0303,0,-1,0,-1,0.0000,0.0032,-0.0000,0.0000,0.0032,-0.0000,,,,,,,
0.0404,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0048,-0.0000,,,,,,,
0.0505,0,0,0,-1,0.0000,0.0016,0.0000,0.0000,0.0064,-0.0000,,,,,,,
0.0606,0,-7,0,0,0.0000,0.0114,-0.0002,0.0000,0.0178,-0.0002,,,,,,,
0.0707,9,-91,5,-43,0.0220,0.2149,-0.0012,0.0222,0.2326,-0.0013,,,,,,,
0.0807,0,0,5,-119,0.0077,0.1850,0.0026,0.0299,0.4176,0.0013,,,,,,,
0.0909,3,-129,0,0,0.0048,0.2099,-0.0030,0.0347,0.6275,-0.0017,,,,,,,
0.1010,0,0,-6,-164,-0.0093,0.2550,0.0036,0.0254,0.8825,0.0020,,,,,,,
0.1112,-11,-156,-22,-210,-0.0514,0.5803,0.0010,-0.0274,1.4627,0.0030,,,,,,,
0.1178,,,,,,,,,,,0.0655,0.5224,0.0001,0.0655,0.5224,0.0001,1
0.1213,-13,-203,0,0,-0.0207,0.3303,-0.0047,-0.0483,1.7929,-0.0017,,,,,,,
0.1314,0,0,-31,-254,-0.0478,0.3949,0.0056,-0.0966,2.1877,0.0039,,,,,,,
0.1418,-25,-233,-32,-278,-0.0891,0.8113,0.0008,-0.1892,2.9986,0.0047,,,,,,,
0.1519,-16,-250,0,0,-0.0254,0.4067,-0.0058,-0.2153,3.4053,-0.0011,,,,,,,
0.1620,0,0,-25,-318,-0.0386,0.4944,0.0071,-0.2551,3.8996,0.0059,,,,,,,
0.1721,-23,-280,0,0,-0.0366,0.4555,-0.0065,-0.2929,4.3550,-0.0006,,,,,,,
0.1822,-16,-259,-30,-311,-0.0717,0.9049,0.0009,-0.3645,5.2599,0.0003,,,,,,,
0.1922,0,0,-19,-305,-0.0293,0.4742,0.0068,-0.3955,5.7340,0.0071,,,,,,,
0.2023,-1,-207,0,0,-0.0016,0.3368,-0.0048,-0.3987,6.0708,0.0023,,,,,,,
0.2124,0,0,-4,-324,-0.0062,0.5037,0.0072,-0.4078,6.5745,0.0095,,,,,,,
0.2225,-7,-285,-21,-328,-0.0435,0.9736,0.0007,-0.4609,7.5476,0.0101,,,,,,,
0.2326,-28,-269,0,0,-0.0445,0.4376,-0.0063,-0.5085,7.9849,0.0039,,,,,,,
0.2426,0,0,-24,-356,-0.0370,0.5535,0.0079,-0.5498,8.5381,0.0118,,,,,,,
0.2527,-4,-344,0,0,-0.0064,0.5596,-0.0080,-0.5606,9.0977,0.0038,,,,,,,
0.2581,,,,,,,,,,,1.0051,4.5678,0.0031,0.9399,4.0453,0.0030,1
0.2628,-12,-311,-12,-380,-0.0376,1.0968,0.0012,-0.6030,10.1942,0.0050,,,,,,,
0.2729,0,0,-26,-354,-0.0401,0.5504,0.0079,-0.6480,10.7443,0.0129,,,,,,,
0.2830,-23,-323,0,0,-0.0366,0.5255,-0.0075,-0.6894,11.2694,0.0054,,,,,,,
0.2931,2,-346,-15,-375,-0.0200,1.1459,0.0003,-0.7156,12.4152,0.0057,,,,,,,
0.3032,0,0,-1,-361,-0.0015,0.5613,0.0080,-0.7226,12.9764,0.0137,,,,,,,
0.3133,-4,-330,0,0,-0.0064,0.5369,-0.0077,-0.7342,13.5132,0.0060,,,,,,,
