timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0102,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0201,,,,,,,,,,,0.1392,-0.0749,-0.0000,0.1392,-0.0749,-0.0000,1
0.0203,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0304,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0404,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0505,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0606,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0706,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0807,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0908,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.1009,0,0,0,-1,0.0000,0.0016,0.0000,-0.0000,0.0016,0.0000,,,,,,,
0.1109,0,-1,0,-1,0.0000,0.0032,-0.0000,-0.0000,0.0047,0.0000,,,,,,,
0.1211,0,-1,0,0,0.0000,0.0016,-0.0000,-0.0000,0.0064,-0.0000,,,,,,,
0.1311,0,0,0,-1,0.0000,0.0016,0.0000,-0.0000,0.0079,0.0000,,,,,,,
0.1412,0,-1,0,0,0.0000,0.0016,-0.0000,-0.0000,0.0095,-0.0000,,,,,,,
0.1513,-9,-10,-2,-16,-0.0174,0.0411,0.0001,-0.0174,0.0507,0.0001,,,,,,,
0.1565,,,,,,,,,,,-0.1769,-0.2218,-0.0015,-0.3161,-0.1469,-0.0015,1
0.1614,0,0,-19,-34,-0.0293,0.0529,0.0008,-0.0467,0.1035,0.0009,,,,,,,
0.1714,-19,-22,0,0,-0.0302,0.0358,-0.0005,-0.0770,0.1393,0.0004,,,,,,,
0.1815,0,0,-15,-33,-0.0231,0.0513,0.0007,-0.1001,0.1906,0.0011,,,,,,,
0.1916,-11,-20,-13,-35,-0.0375,0.0870,0.0003,-0.1378,0.2775,0.0014,,,,,,,
0.2017,-13,-34,0,0,-0.0207,0.0553,-0.0008,-0.1585,0.3328,0.0006,,,,,,,
0.2118,0,0,-8,-53,-0.0123,0.0824,0.0012,-0.1709,0.4152,0.0018,,,,,,,
0.2219,-6,-50,-7,-49,-0.0203,0.1575,-0.0001,-0.1916,0.5727,0.0017,,,,,,,
0.2319,0,-41,0,0,0.0000,0.0667,-0.0010,-0.1916,0.6394,0.0008,,,,,,,
0.2420,0,0,-3,-54,-0.0046,0.0840,0.0012,-0.1964,0.7233,0.0020,,,,,,,
0.2521,-2,-57,0,0,-0.0032,0.0927,-0.0013,-0.1997,0.8161,0.0006,,,,,,,
0.2622,1,-56,0,-59,0.0016,0.1828,0.0000,-0.1982,0.9989,0.0007,,,,,,,
0.2723,0,0,-1,-55,-0.0015,0.0855,0.0012,-0.1999,1.0844,0.0019,,,,,,,
0.2824,0,-56,0,0,0.0000,0.0911,-0.0013,-0.2000,1.1755,0.0006,,,,,,,
0.2924,0,0,-5,-65,-0.0077,0.1011,0.0014,-0.2078,1.2765,0.0020,,,,,,,
0.3025,-1,-67,-2,-67,-0.0047,0.2132,-0.0001,-0.2129,1.4897,0.0019,,,,,,,
0.3054,,,,,,,,,,,-0.3121,0.7021,0.0005,-0.1366,0.9236,0.0020,1
0.3126,1,-61,0,0,0.0016,0.0992,-0.0014,-0.2114,1.5889,0.0005,,,,,,,
