timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0102,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0202,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0303,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0404,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0016,-0.0000,,,,,,,
0.0409,,,,,,,,,,,0.1388,0.2239,-0.0001,0.1388,0.2239,-0.0001,1
0.0505,0,0,1,0,0.0015,0.0000,0.0000,0.0015,0.0016,-0.0000,,,,,,,
0.0606,0,-1,1,0,0.0015,0.0016,-0.0000,0.0031,0.0033,-0.0000,,,,,,,
0.0706,5,-10,0,0,0.0080,0.0163,-0.0002,0.0110,0.0195,-0.0003,,,,,,,
0.0807,0,0,6,-5,0.0093,0.0078,0.0001,0.0203,0.0273,-0.0002,,,,,,,
0.0908,4,-8,0,0,0.0064,0.0130,-0.0002,0.0267,0.0403,-0.0004,,,,,,,
0.1009,1,-2,2,-2,0.0047,0.0064,-0.0000,0.0313,0.0467,-0.0004,,,,,,,
0.1110,0,0,1,-1,0.0015,0.0016,0.0000,0.0329,0.0482,-0.0003,,,,,,,
0.1211,2,-5,0,0,0.0032,0.0081,-0.0001,0.0361,0.0564,-0.0004,,,,,,,
0.1311,0,0,1,-1,0.0015,0.0016,0.0000,0.0376,0.0579,-0.0004,,,,,,,
0.1412,1,-1,1,0,0.0031,0.0016,-0.0000,0.0407,0.0595,-0.0005,,,,,,,
0.1513,0,-1,0,0,0.0000,0.0016,-0.0000,0.0407,0.0612,-0.0005,,,,,,,
0.1614,0,0,0,0,0.0000,0.0000,0.0000,0.0407,0.0612,-0.0005,,,,,,,
0.1715,1,-1,0,0,0.0016,0.0016,-0.0000,0.0423,0.0628,-0.0005,,,,,,,
0.1761,,,,,,,,,,,0.1668,0.2351,0.0004,0.0280,0.0112,0.0006,1
0.1815,1,0,0,0,0.0016,0.0000,0.0000,0.0439,0.0628,-0.0005,,,,,,,
0.1916,0,0,1,0,0.0015,0.0000,0.0000,0.0455,0.0628,-0.0005,,,,,,,
0.2017,1,-2,0,0,0.0016,0.0033,-0.0000,0.0471,0.0660,-0.0005,,,,,,,
0.2118,0,0,0,-1,0.0000,0.0016,0.0000,0.0471,0.0676,-0.0005,,,,,,,
0.2219,1,-1,1,0,0.0031,0.0016,-0.0000,0.0502,0.0692,-0.0005,,,,,,,
0.2320,1,-2,0,0,0.0016,0.0033,-0.0000,0.0518,0.0725,-0.0006,,,,,,,
0.2420,0,0,1,-1,0.0015,0.0016,0.0000,0.0533,0.0740,-0.0006,,,,,,,
0.2521,1,-1,1,-1,0.0031,0.0032,-0.0000,0.0565,0.0772,-0.0006,,,,,,,
0.2622,0,-2,0,0,0.0000,0.0033,-0.0000,0.0565,0.0805,-0.0006,,,,,,,
0.2723,0,0,0,-1,0.0000,0.0016,0.0000,0.0565,0.0820,-0.0006,,,,,,,
0.2824,1,-2,0,0,0.0016,0.0033,-0.0000,0.0581,0.0853,-0.0006,,,,,,,
0.2924,1,-2,1,-1,0.0031,0.0048,-0.0000,0.0612,0.0901,-0.0007,,,,,,,
0.3025,0,0,2,-1,0.0031,0.0016,0.0000,0.0643,0.0916,-0.0006,,,,,,,
0.3126,1,-1,0,0,0.0016,0.0016,-0.0000,0.0659,0.0933,-0.0007,,,,,,,
0.3225,,,,,,,,,,,-0.1158,-0.0991,-0.0001,-0.2828,-0.3341,-0.0005,1
0.3227,0,0,1,-1,0.0015,0.0016,0.0000,0.0674,0.0948,-0.0006,,,,,,,
0.3327,0,-1,1,0,0.0015,0.0016,-0.0000,0.0689,0.0964,-0.0007,,,,,,,
0.3428,1,-2,0,0,0.0016,0.0033,-0.0000,0.0705,0.0997,-0.0007,,,,,,,
0.3529,0,0,0,-2,0.0000,0.0031,0.0000,0.0705,0.1028,-0.0007,,,,,,,
0.3631,0,-1,0,0,0.0000,0.0016,-0.0000,0.0705,0.1044,-0.0007,,,,,,,
0.3732,0,-1,1,0,0.0015,0.0016,-0.0000,0.0721,0.1060,-0.0007,,,,,,,
0.3833,0,0,0,-1,0.0000,0.0016,0.0000,0.0721,0.1076,-0.0007,,,,,,,
0.3934,0,-2,0,0,0.0000,0.0033,-0.0000,0.0721,0.1109,-0.0007,,,,,,,
0.4034,0,0,1,0,0.0015,0.0000,0.0000,0.0736,0.1109,-0.0007,,,,,,,
0.4135,2,-3,1,0,0.0047,0.0049,-0.0001,0.0784,0.1157,-0.0008,,,,,,,
0.4236,1,-2,0,0,0.0016,0.0033,-0.0000,0.0800,0.1190,-0.0009,,,,,,,
0.4337,0,0,0,-1,0.0000,0.0016,0.0000,0.0800,0.1205,-0.0008,,,,,,,
0.4438,1,0,1,0,0.0031,0.0000,0.0000,0.0831,0.1205,-0.0008,,,,,,,
0.4538,1,-1,0,0,0.0016,0.0016,-0.0000,0.0847,0.1222,-0.0009,,,,,,,
0.4585,,,,,,,,,,,-0.2653,-0.2901,-0.0006,-0.1494,-0.1910,-0.0005,1
0.4639,0,0,1,0,0.0015,0.0000,0.0000,0.0862,0.1222,-0.0009,,,,,,,
0.4740,1,-1,0,0,0.0016,0.0016,-0.0000,0.0878,0.1238,-0.0009,,,,,,,
0.4842,0,-2,1,0,0.0015,0.0033,-0.0000,0.0894,0.1270,-0.0009,,,,,,,
0.4942,0,0,0,-1,0.0000,0.0016,0.0000,0.0894,0.1286,-0.0009,,,,,,,
0.5043,1,-1,0,0,0.0016,0.0016,-0.0000,0.0909,0.1302,-0.0009,,,,,,,
0.5144,0,0,1,0,0.0015,0.0000,0.0000,0.0925,0.1302,-0.0009,,,,,,,
0.5245,0,-1,1,0,0.0015,0.0016,-0.0000,0.0940,0.1318,-0.0010,,,,,,,
0.5346,0,-1,0,0,0.0000,0.0016,-0.0000,0.0940,0.1335,-0.0010,,,,,,,
0.5446,0,0,0,-1,0.0000,0.0016,0.0000,0.0940,0.1350,-0.0010,,,,,,,
0.5547,1,0,0,0,0.0016,0.0000,0.0000,0.0956,0.1350,-0.0010,,,,,,,
0.5648,0,-1,1,0,0.0015,0.0016,-0.0000,0.0972,0.1366,-0.0010,,,,,,,
0.5749,0,0,0,0,0.0000,0.0000,0.0000,0.0972,0.1366,-0.0010,,,,,,,
0.5850,0,-1,0,0,0.0000,0.0016,-0.0000,0.0972,0.1383,-0.0010,,,,,,,
0.5951,0,0,1,0,0.0015,0.0000,0.0000,0.0987,0.1383,-0.0010,,,,,,,
0.6051,0,0,0,-1,0.0000,0.0016,0.0000,0.0987,0.1398,-0.0010,,,,,,,
0.6064,,,,,,,,,,,0.2305,0.0720,0.0000,0.4956,0.3625,0.0007,1
0.6152,0,0,0,0,0.0000,0.0000,0.0000,0.0987,0.1398,-0.0010,,,,,,,
0.6253,0,0,0,0,0.0000,0.0000,0.0000,0.0987,0.1398,-0.0010,,,,,,,
0.6354,1,0,0,0,0.0016,0.0000,0.0000,0.1003,0.1398,-0.0010,,,,,,,
0.6454,0,-1,0,0,0.0000,0.0016,-0.0000,0.1003,0.1415,-0.0010,,,,,,,
0.6555,0,0,0,0,0.0000,0.0000,0.0000,0.1003,0.1415,-0.0010,,,,,,,
0.6656,0,0,0,0,0.0000,0.0000,0.0000,0.1003,0.1415,-0.0010,,,,,,,
0.6757,0,0,0,-1,0.0000,0.0016,0.0000,0.1003,0.1430,-0.0010,,,,,,,
0.6857,0,0,0,0,0.0000,0.0000,0.0000,0.1003,0.1430,-0.0010,,,,,,,
0.6958,0,-1,0,0,0.0000,0.0016,-0.0000,0.1003,0.1446,-0.0010,,,,,,,
0.7059,0,0,1,0,0.0015,0.0000,0.0000,0.1019,0.1446,-0.0010,,,,,,,
0.7160,0,0,0,0,0.0000,0.0000,0.0000,0.1019,0.1446,-0.0010,,,,,,,
0.7261,0,-1,0,0,0.0000,0.0016,-0.0000,0.1019,0.1463,-0.0010,,,,,,,
0.7361,0,0,0,0,0.0000,0.0000,0.0000,0.1019,0.1463,-0.0010,,,,,,,
0.7405,,,,,,,,,,,0.2751,0.0634,-0.0007,0.0446,-0.0087,-0.0007,1
0.7462,0,-1,0,0,0.0000,0.0016,-0.0000,0.1019,0.1479,-0.0010,,,,,,,
0.7563,0,-1,0,-1,0.0000,0.0032,-0.0000,0.1019,0.1511,-0.0010,,,,,,,
0.7664,0,0,1,0,0.0015,0.0000,0.0000,0.1034,0.1511,-0.0010,,,,,,,
0.7765,1,0,0,0,0.0016,0.0000,0.0000,0.1050,0.1511,-0.0010,,,,,,,
0.7865,0,0,0,0,0.0000,0.0000,0.0000,0.1050,0.1511,-0.0010,,,,,,,
0.7966,0,1,0,0,0.0000,-0.0016,0.0000,0.1050,0.1494,-0.0010,,,,,,,
0.8067,0,0,0,0,0.0000,0.0000,0.0000,0.1050,0.1494,-0.0010,,,,,,,
0.8168,0,0,0,0,0.0000,0.0000,0.0000,0.1050,0.1494,-0.0010,,,,,,,
0.8268,0,1,0,0,0.0000,-0.0016,0.0000,0.1050,0.1478,-0.0010,,,,,,,
0.8369,0,0,0,0,0.0000,0.0000,0.0000,0.1050,0.1478,-0.0010,,,,,,,
0.8470,0,0,0,0,0.0000,0.0000,0.0000,0.1050,0.1478,-0.0010,,,,,,,
0.8571,0,-1,0,0,0.0000,0.0016,-0.0000,0.1050,0.1494,-0.0010,,,,,,,
0.8671,0,0,0,0,0.0000,0.0000,0.0000,0.1050,0.1494,-0.0010,,,,,,,
0.8772,1,0,0,0,0.0016,0.0000,0.0000,0.1066,0.1494,-0.0010,,,,,,,
0.8873,0,0,0,0,0.0000,0.0000,0.0000,0.1066,0.1494,-0.0010,,,,,,,
0.8887,,,,,,,,,,,0.0863,0.4289,-0.0003,-0.1890,0.3654,0.0004,1
0.8974,0,0,0,0,0.0000,0.0000,0.0000,0.1066,0.1494,-0.0010,,,,,,,
0.9075,0,0,0,-1,0.0000,0.0016,0.0000,0.1066,0.1510,-0.0010,,,,,,,
0.9175,0,0,0,0,0.0000,0.0000,0.0000,0.1066,0.1510,-0.0010,,,,,,,
0.9276,0,0,1,0,0.0015,0.0000,0.0000,0.1081,0.1510,-0.0010,,,,,,,
0.9377,1,0,0,0,0.0016,0.0000,0.0000,0.1097,0.1510,-0.0010,,,,,,,
0.9478,0,0,0,0,0.0000,0.0000,0.0000,0.1097,0.1510,-0.0010,,,,,,,
0.9578,0,0,0,0,0.0000,0.0000,0.0000,0.1097,0.1510,-0.0010,,,,,,,
0.9679,0,0,0,0,0.0000,0.0000,0.0000,0.1097,0.1510,-0.0010,,,,,,,
0.9780,0,0,0,0,0.0000,0.0000,0.0000,0.1097,0.1510,-0.0010,,,,,,,
0.9881,0,0,0,0,0.0000,0.0000,0.0000,0.1097,0.1510,-0.0010,,,,,,,
0.9981,0,-1,0,0,0.0000,0.0016,-0.0000,0.1097,0.1526,-0.0010,,,,,,,
1.0082,0,0,0,0,0.0000,0.0000,0.0000,0.1097,0.1526,-0.0010,,,,,,,
1.0184,0,-1,0,0,0.0000,0.0016,-0.0000,0.1097,0.1542,-0.0010,,,,,,,
1.0235,,,,,,,,,,,0.1529,-0.2726,-0.0004,0.0668,-0.7015,-0.0001,1
1.0284,0,-1,0,0,0.0000,0.0016,-0.0000,0.1097,0.1559,-0.0011,,,,,,,
1.0385,0,0,0,0,0.0000,0.0000,0.0000,0.1097,0.1559,-0.0011,,,,,,,
1.0486,1,0,0,0,0.0016,0.0000,0.0000,0.1113,0.1559,-0.0011,,,,,,,
1.0587,0,0,0,-1,0.0000,0.0016,0.0000,0.1113,0.1574,-0.0011,,,,,,,
1.0688,0,0,1,0,0.0015,0.0000,0.0000,0.1129,0.1574,-0.0011,,,,,,,
1.0788,0,-1,0,0,0.0000,0.0016,-0.0000,0.1129,0.1590,-0.0011,,,,,,,
1.0889,0,0,0,0,0.0000,0.0000,0.0000,0.1129,0.1590,-0.0011,,,,,,,
1.0990,1,0,0,0,0.0016,0.0000,0.0000,0.1144,0.1590,-0.0011,,,,,,,
1.1091,0,0,0,0,0.0000,0.0000,0.0000,0.1144,0.1590,-0.0011,,,,,,,
1.1192,0,0,1,0,0.0015,0.0000,0.0000,0.1160,0.1590,-0.0011,,,,,,,
1.1292,0,-1,0,0,0.0000,0.0016,-0.0000,0.1160,0.1607,-0.0011,,,,,,,
1.1393,0,0,0,-1,0.0000,0.0016,0.0000,0.1160,0.1622,-0.0011,,,,,,,
1.1494,1,0,1,0,0.0031,0.0000,0.0000,0.1191,0.1622,-0.0011,,,,,,,
1.1595,0,-1,0,0,0.0000,0.0016,-0.0000,0.1191,0.1638,-0.0011,,,,,,,
1.1696,0,0,0,-1,0.0000,0.0016,0.0000,0.1191,0.1654,-0.0011,,,,,,,
1.1709,,,,,,,,,,,0.0435,0.2087,-0.0004,-0.1096,0.4813,0.0000,1
1.1797,2,-1,2,-1,0.0063,0.0032,-0.0000,0.1254,0.1686,-0.0011,,,,,,,
1.1898,0,-1,0,0,0.0000,0.0016,-0.0000,0.1254,0.1702,-0.0011,,,,,,,
1.1998,0,0,0,-1,0.0000,0.0016,0.0000,0.1254,0.1718,-0.0011,,,,,,,
1.2099,1,0,0,0,0.0016,0.0000,0.0000,0.1270,0.1718,-0.0011,,,,,,,
1.2200,0,0,1,0,0.0015,0.0000,0.0000,0.1285,0.1718,-0.0011,,,,,,,
1.2301,0,-1,1,0,0.0015,0.0016,-0.0000,0.1301,0.1734,-0.0011,,,,,,,
1.2402,0,-1,0,0,0.0000,0.0016,-0.0000,0.1301,0.1750,-0.0011,,,,,,,
1.2502,0,0,0,-1,0.0000,0.0016,0.0000,0.1301,0.1766,-0.0011,,,,,,,
1.2603,0,-1,0,-1,0.0000,0.0032,-0.0000,0.1301,0.1797,-0.0011,,,,,,,
1.2704,0,0,0,0,0.0000,0.0000,0.0000,0.1301,0.1797,-0.0011,,,,,,,
1.2805,0,0,1,0,0.0015,0.0000,0.0000,0.1316,0.1797,-0.0011,,,,,,,
1.2906,1,0,0,0,0.0016,0.0000,0.0000,0.1332,0.1797,-0.0011,,,,,,,
1.3007,0,0,0,0,0.0000,0.0000,0.0000,0.1332,0.1797,-0.0011,,,,,,,
1.3057,,,,,,,,,,,-0.1188,0.1930,-0.0005,-0.1623,-0.0158,-0.0001,1
1.3107,0,0,0,0,0.0000,0.0000,0.0000,0.1332,0.1797,-0.0011,,,,,,,
1.3208,0,0,0,0,0.0000,0.0000,0.0000,0.1332,0.1797,-0.0011,,,,,,,
1.3309,0,0,0,0,0.0000,0.0000,0.0000,0.1332,0.1797,-0.0011,,,,,,,
1.3410,0,0,0,0,0.0000,0.0000,0.0000,0.1332,0.1797,-0.0011,,,,,,,
1.3510,0,0,0,0,0.0000,0.0000,0.0000,0.1332,0.1797,-0.0011,,,,,,,
1.3611,0,0,0,0,0.0000,0.0000,0.0000,0.1332,0.1797,-0.0011,,,,,,,
1.3713,0,0,0,-1,0.0000,0.0016,0.0000,0.1332,0.1813,-0.0011,,,,,,,
1.3814,0,0,0,0,0.0000,0.0000,0.0000,0.1332,0.1813,-0.0011,,,,,,,
1.3915,0,0,1,0,0.0015,0.0000,0.0000,0.1348,0.1813,-0.0011,,,,,,,
1.4015,1,0,0,0,0.0016,0.0000,0.0000,0.1363,0.1813,-0.0011,,,,,,,
1.4116,0,0,0,0,0.0000,0.0000,0.0000,0.1363,0.1813,-0.0011,,,,,,,
1.4217,0,0,0,0,0.0000,0.0000,0.0000,0.1363,0.1813,-0.0011,,,,,,,
1.4318,0,0,0,0,0.0000,0.0000,0.0000,0.1363,0.1813,-0.0011,,,,,,,
1.4418,0,0,0,0,0.0000,0.0000,0.0000,0.1363,0.1813,-0.0011,,,,,,,
1.4519,0,0,0,0,0.0000,0.0000,0.0000,0.1363,0.1813,-0.0011,,,,,,,
1.4533,,,,,,,,,,,0.1636,0.2127,-0.0000,0.2825,0.0198,0.0005,1
1.4620,0,-1,0,0,0.0000,0.0016,-0.0000,0.1364,0.1829,-0.0011,,,,,,,
1.4721,0,0,0,0,0.0000,0.0000,0.0000,0.1364,0.1829,-0.0011,,,,,,,
1.4821,1,0,0,0,0.0016,0.0000,0.0000,0.1379,0.1829,-0.0011,,,,,,,
1.4923,0,-1,0,0,0.0000,0.0016,-0.0000,0.1379,0.1845,-0.0011,,,,,,,
1.5023,0,0,1,0,0.0015,0.0000,0.0000,0.1395,0.1845,-0.0011,,,,,,,
1.5124,1,0,0,0,0.0016,0.0000,0.0000,0.1411,0.1845,-0.0011,,,,,,,
1.5225,0,0,0,-1,0.0000,0.0016,0.0000,0.1411,0.1861,-0.0011,,,,,,,
1.5326,1,-1,0,0,0.0016,0.0016,-0.0000,0.1427,0.1877,-0.0011,,,,,,,
1.5427,0,-2,0,0,0.0000,0.0033,-0.0000,0.1427,0.1910,-0.0012,,,,,,,
