timestamp_sec,mouse_dx_L,mouse_dy_L,mouse_dx_R,mouse_dy_R,mouse_lat_mm,mouse_fwd_mm,mouse_rot_rad,mouse_x,mouse_y,mouse_theta,lidar_x_mm,lidar_y_mm,lidar_theta_rad,lidar_dx_mm,lidar_dy_mm,lidar_dtheta_rad,lidar_valid
0.0000,,,,,,,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
0.0001,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0048,,,,,,,,,,,-0.2016,0.5116,0.0005,-0.2016,0.5116,0.0005,1
0.0102,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0203,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0303,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0404,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,,,,,,
0.0505,0,-1,0,-1,0.0000,0.0032,-0.0000,0.0000,0.0032,-0.0000,,,,,,,
0.0606,0,-1,0,0,0.0000,0.0016,-0.0000,0.0000,0.0048,-0.0000,,,,,,,
0.0707,0,0,1,-1,0.0015,0.0016,0.0000,0.0015,0.0064,-0.0000,,,,,,,
0.0808,14,-42,0,0,0.0223,0.0683,-0.0010,0.0238,0.0747,-0.0010,,,,,,,
0.0908,52,-127,44,-48,0.1505,0.2812,-0.0019,0.1749,0.3556,-0.0029,,,,,,,
0.1009,0,0,48,-159,0.0740,0.2472,0.0035,0.2492,0.6028,0.0007,,,,,,,
0.1110,29,-209,0,0,0.0461,0.3400,-0.0049,0.2959,0.9427,-0.0042,,,,,,,
0.1211,0,0,16,-243,0.0247,0.3778,0.0054,0.3212,1.3205,0.0012,,,,,,,
0.1311,10,-264,0,-312,0.0159,0.9146,0.0008,0.3356,2.2351,0.0020,,,,,,,
0.1412,1,-285,0,0,0.0016,0.4637,-0.0066,0.3378,2.6987,-0.0046,,,,,,,
0.1513,0,0,-1,-315,-0.0015,0.4897,0.0070,0.3368,3.1885,0.0024,,,,,,,
0.1518,,,,,,,,,,,0.4896,0.5749,0.0007,0.6912,0.0629,0.0001,1
0.1614,0,-284,0,0,0.0000,0.4620,-0.0066,0.3372,3.6505,-0.0042,,,,,,,
0.1715,0,-313,-4,-313,-0.0062,0.9958,-0.0003,0.3354,4.6463,-0.0045,,,,,,,
0.1815,0,0,6,-332,0.0093,0.5162,0.0074,0.3451,5.1625,0.0028,,,,,,,
0.1916,17,-319,0,0,0.0270,0.5190,-0.0074,0.3726,5.6815,-0.0046,,,,,,,
0.2017,0,0,9,-359,0.0139,0.5582,0.0080,0.3868,6.2396,0.0034,,,,,,,
0.2118,9,-347,2,-389,0.0174,1.1693,0.0006,0.3999,7.4090,0.0040,,,,,,,
0.2218,0,-239,0,0,0.0000,0.3888,-0.0056,0.3995,7.7978,-0.0016,,,,,,,
0.2320,0,0,1,-409,0.0015,0.6359,0.0091,0.3991,8.4337,0.0075,,,,,,,
0.2421,2,-272,-1,-401,0.0016,1.0660,0.0026,0.3914,9.4996,0.0101,,,,,,,
0.2521,-1,-401,0,0,-0.0016,0.6524,-0.0093,0.3863,10.1520,0.0008,,,,,,,
0.2622,0,0,-1,-381,-0.0015,0.5924,0.0085,0.3818,10.7443,0.0092,,,,,,,
0.2723,6,-374,0,0,0.0095,0.6084,-0.0087,0.3884,11.3528,0.0005,,,,,,,
0.2824,12,-391,5,-399,0.0268,1.2564,-0.0002,0.4147,12.6093,0.0003,,,,,,,
0.2924,0,0,5,-382,0.0077,0.5939,0.0085,0.4197,13.2032,0.0088,,,,,,,
0.3025,3,-404,0,0,0.0048,0.6573,-0.0094,0.4217,13.8605,-0.0006,,,,,,,
0.3026,,,,,,,,,,,0.2938,4.2824,-0.0020,-0.1934,3.7076,-0.0027,1
0.3126,0,0,-1,-433,-0.0015,0.6732,0.0096,0.4174,14.5337,0.0090,,,,,,,
